,17,19,15,5,14,8,0,18,11,7
17,1.0000327,0.2407449,0.009491368,-0.07153885,0.12809315,-0.02509636,0.0106952535,0.00813408,0.052385904,0.013279542
19,0.2407449,1.0000137,0.22870967,0.032785885,0.14678508,0.12702009,0.07639437,0.023415055,0.18264914,0.17434458
15,0.009491368,0.22870967,1.0000135,0.06897914,0.035818316,0.18095613,0.14177376,0.14543557,0.10397252,0.15010945
5,-0.07153885,0.032785885,0.06897914,1.0000186,0.12963882,0.36198843,0.14751709,-0.03895238,0.13912216,0.17828538
14,0.12809315,0.14678508,0.035818316,0.12963882,1.0000048,0.084199056,0.24967015,0.06520186,0.12857293,0.014791966
8,-0.02509636,0.12702009,0.18095613,0.36198843,0.084199056,1.0000238,0.19778374,0.06551559,0.2797355,0.35863835
0,0.0106952535,0.07639437,0.14177376,0.14751709,0.24967015,0.19778374,1.0000005,0.16683787,0.23372838,0.14892963
18,0.00813408,0.023415055,0.14543557,-0.03895238,0.06520186,0.06551559,0.16683787,0.999965,0.051931996,0.021479592
11,0.052385904,0.18264914,0.10397252,0.13912216,0.12857293,0.2797355,0.23372838,0.051931996,1.0000069,0.39531466
7,0.013279542,0.17434458,0.15010945,0.17828538,0.014791966,0.35863835,0.14892963,0.021479592,0.39531466,1.00001
