,12,8,17,19,2,15,14,6,10,4
12,0.99927646,0.17840181,0.17007764,0.12323487,0.17565727,0.2740876,0.03082924,0.3728231,0.3473678,0.05074129
8,0.17840181,1.0002561,0.12516746,0.19262975,0.2012732,0.21959394,0.14147888,0.26839846,0.060976908,0.3551248
17,0.17007764,0.12516746,0.99970573,0.39414772,0.26244676,0.13890274,0.14543852,0.13299732,0.09148279,-0.012502953
19,0.12323487,0.19262975,0.39414772,1.0001777,0.22257726,0.17429946,0.1936623,0.11352686,0.08361307,0.035731588
2,0.17565727,0.2012732,0.26244676,0.22257726,0.9999569,0.04339326,0.18459675,0.08679812,0.116991214,0.123222016
15,0.2740876,0.21959394,0.13890274,0.17429946,0.04339326,1.0002848,0.089445874,0.23070057,0.02036759,0.011843893
14,0.03082924,0.14147888,0.14543852,0.1936623,0.18459675,0.089445874,1.0007219,0.14399426,0.029360173,0.1907617
6,0.3728231,0.26839846,0.13299732,0.11352686,0.08679812,0.23070057,0.14399426,1.0003562,0.29103494,0.21757501
10,0.3473678,0.060976908,0.09148279,0.08361307,0.116991214,0.02036759,0.029360173,0.29103494,0.9999132,0.09392148
4,0.05074129,0.3551248,-0.012502953,0.035731588,0.123222016,0.011843893,0.1907617,0.21757501,0.09392148,0.99982655
