,14,13,6,19,5,9,15,3,10,1
14,1.0000172,0.2022151,0.24872212,0.20054895,0.24341184,0.20410156,0.14601949,0.18026608,0.108084716,0.26364738
13,0.2022151,0.9999698,0.14268847,0.18104152,0.25356573,0.3557605,0.042655736,0.2649575,0.0028809654,0.26162976
6,0.24872212,0.14268847,1.0000337,0.23213077,0.28774565,0.32525086,0.25690344,0.24702623,0.337101,0.30224445
19,0.20054895,0.18104152,0.23213077,1.0000396,0.17538631,0.22430642,0.2458092,0.30107096,0.21571289,0.32574356
5,0.24341184,0.25356573,0.28774565,0.17538631,1.0000128,0.3818733,0.21744968,0.21634287,0.0847065,0.2550133
9,0.20410156,0.3557605,0.32525086,0.22430642,0.3818733,1.0000359,0.19083953,0.2753504,0.17985967,0.369521
15,0.14601949,0.042655736,0.25690344,0.2458092,0.21744968,0.19083953,1.0000274,0.16867363,0.0896683,0.2887245
3,0.18026608,0.2649575,0.24702623,0.30107096,0.21634287,0.2753504,0.16867363,0.9999592,0.10464842,0.3484374
10,0.108084716,0.0028809654,0.337101,0.21571289,0.0847065,0.17985967,0.0896683,0.10464842,1.0000079,0.16617885
1,0.26364738,0.26162976,0.30224445,0.32574356,0.2550133,0.369521,0.2887245,0.3484374,0.16617885,1.0000123
