,0,7,3,6,4,15,13,2,5,11
0,1.0000083,0.085400544,0.062661536,0.11233018,0.06414396,0.13144523,0.08492383,0.15097138,0.09137355,0.1203522
7,0.085400544,1.0000038,-0.0077261836,0.10842263,0.09430436,0.093283415,-0.031139895,0.13615614,0.10233471,0.23227422
3,0.062661536,-0.0077261836,1.0000039,0.21457815,0.20010215,0.13038817,0.1528915,0.04479855,0.11403819,0.06479386
6,0.11233018,0.10842263,0.21457815,1.0000206,0.23534545,0.234737,0.08455221,0.114326164,0.16692859,0.10977039
4,0.06414396,0.09430436,0.20010215,0.23534545,0.9999987,0.09737897,0.121780045,0.08068147,0.3497637,0.13350366
15,0.13144523,0.093283415,0.13038817,0.234737,0.09737897,1.0000284,0.00036711065,0.019448157,0.086619675,0.051637962
13,0.08492383,-0.031139895,0.1528915,0.08455221,0.121780045,0.00036711065,1.000009,0.07873749,0.08010124,0.011485534
2,0.15097138,0.13615614,0.04479855,0.114326164,0.08068147,0.019448157,0.07873749,1.0000174,0.015896885,0.23927166
5,0.09137355,0.10233471,0.11403819,0.16692859,0.3497637,0.086619675,0.08010124,0.015896885,1.0000167,0.06792175
11,0.1203522,0.23227422,0.06479386,0.10977039,0.13350366,0.051637962,0.011485534,0.23927166,0.06792175,1.0000072
